CARD NAME,RELEASE DATE,SET,RARITY,Shandalar ID,Gatherer ID,TYPE,COST,POWER,TOUGHNESS,TEXT,CTYPE,COLOR_IDENTITY
Conch Horn,11/1/1994,Fallen Empires,Rare,.1757,1829,Artifact,{2},,,"{1}, {T}, Sacrifice Conch Horn: Draw two cards, then put a card from your hand on top of your library.",colorless,
Draconian Cylix,11/1/1994,Fallen Empires,Rare,.1762,1832,Artifact,{3},,,"{2}, {T}, Discard a card at random: Regenerate target creature.",colorless,
Elvish Farmer,11/1/1994,Fallen Empires,Rare,.1773,1908,Creature - Elf,{1}{G},0,2,"At the beginning of your upkeep, put a spore counter on Elvish Farmer.<br>Remove three spore counters from Elvish Farmer: Put a 1/1 green Saproling creature token onto the battlefield.<br>Sacrifice a Saproling: You gain 2 life.",mono,{G}
Fungal Bloom,11/1/1994,Fallen Empires,Rare,.1780,1916,Enchantment,{G}{G},,,{G}{G}: Put a spore counter on target Fungus.,mono,{G}
Hand of Justice,11/1/1994,Fallen Empires,Rare,.1787,1979,Creature - Avatar,{5}{W},2,6,"{T}, Tap three untapped white creatures you control: Destroy target creature.",mono,{W}
Homarid Shaman,11/1/1994,Fallen Empires,Rare,.1793,1879,Creature - Homarid Shaman,{2}{U}{U},2,1,{U}: Tap target green creature.,mono,{U}
Icatian Skirmishers,11/1/1994,Fallen Empires,Rare,.1803,1998,Creature - Human Soldier,{3}{W},1,1,"First strike; banding <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i><br>Whenever Icatian Skirmishers attacks, all creatures banded with it gain first strike until end of turn.",mono,{W}
Orgg,11/1/1994,Fallen Empires,Rare,.1813,1968,Creature - Orgg,{3}{R}{R},6,6,Trample<br>Orgg can't attack if defending player controls an untapped creature with power 3 or greater.<br>Orgg can't block creatures with power 3 or greater.,mono,{R}
Rainbow Vale,11/1/1994,Fallen Empires,Rare,.1815,2010,Land,,,,{T}: Add one mana of any color to your mana pool. An opponent gains control of Rainbow Vale at the beginning of the next end step.,land,
Ring of Renewal,11/1/1994,Fallen Empires,Rare,.1816,1835,Artifact,{5},,,"{5}, {T}: Discard a card at random, then draw two cards.",colorless,
Spirit Shield,11/1/1994,Fallen Empires,Rare,.1822,1836,Artifact,{3},,,"You may choose not to untap Spirit Shield during your untap step.<br>{2}, {T}: Target creature gets +0/+2 for as long as Spirit Shield remains tapped.",colorless,
Thelonite Monk,11/1/1994,Fallen Empires,Rare,.1832,1932,Creature - Insect Monk Cleric,{2}{G}{G},1,2,"{T}, Sacrifice a green creature: Target land becomes a Forest. <i>(This effect lasts indefinitely.)</i>",mono,{G}
Thelon's Curse,11/1/1994,Fallen Empires,Rare,.1830,1930,Enchantment,{G}{G},,,"Blue creatures don't untap during their controllers' untap steps.<br>At the beginning of each player's upkeep, that player may choose any number of tapped blue creatures he or she controls and pay {U} for each creature chosen this way. If the player does, untap those creatures.",mono,{U}{G}
Thrull Champion,11/1/1994,Fallen Empires,Rare,.1834,1866,Creature - Thrull,{4}{B},2,2,Thrull creatures get +1/+1.<br>{T}: Gain control of target Thrull for as long as you control Thrull Champion.,mono,{B}
Tourach's Gate,11/1/1994,Fallen Empires,Rare,.1840,1870,Enchantment - Aura,{1}{B}{B},,,"Enchant land you control<br>Sacrifice a Thrull: Put three time counters on Tourach's Gate.<br>At the beginning of your upkeep, remove a time counter from Tourach's Gate. If there are no time counters on Tourach's Gate, sacrifice it.<br>Tap enchanted land: Attacking creatures you control get +2/-1 until end of turn. Activate this ability only if enchanted land is untapped.",mono,{B}
Zelyon Sword,11/1/1994,Fallen Empires,Rare,.1844,1837,Artifact,{3},,,"You may choose not to untap Zelyon Sword during your untap step.<br>{3}, {T}: Target creature gets +2/+0 for as long as Zelyon Sword remains tapped.",colorless,
Apprentice Wizard,4/1/1995,Fourth Edition,Common,.300,2144,Creature - Human Wizard,{1}{U}{U},0,1,"{U}, {T}: Add {3} to your mana pool.",mono,{U}
Blood Lust,4/1/1995,Fourth Edition,Common,.583,2261,Instant,{1}{R},,,"If target creature has toughness 5 or greater, it gets +4/-4 until end of turn. Otherwise, it gets +4/-X until end of turn, where X is its toughness minus 1.",mono,{R}
Brothers of Fire,4/1/1995,Fourth Edition,Common,.304,2262,Creature - Human Shaman,{1}{R}{R},2,2,{1}{R}{R}: Brothers of Fire deals 1 damage to target creature or player and 1 damage to you.,mono,{R}
Eternal Warrior,4/1/1995,Fourth Edition,Common,.628,2273,Enchantment - Aura,{R},,,Enchant creature<br>Enchanted creature has vigilance.,mono,{R}
Flood,4/1/1995,Fourth Edition,Common,.935,2156,Enchantment,{U},,,{U}{U}: Tap target creature without flying.,mono,{U}
Fortified Area,4/1/1995,Fourth Edition,Common,.642,2341,Enchantment,{1}{W}{W},,,"Wall creatures you control get +1/+0 and have banding. <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i>",mono,{W}
Pradesh Gypsies,4/1/1995,Fourth Edition,Common,.745,2232,Creature - Human Nomad,{2}{G},1,1,"{1}{G}, {T}: Target creature gets -2/-0 until end of turn.",mono,{G}
Seeker,4/1/1995,Fourth Edition,Common,.781,2364,Enchantment - Aura,{2}{W}{W},,,Enchant creature<br>Enchanted creature can't be blocked except by artifact creatures and/or white creatures.,mono,{W}
Sisters of the Flame,4/1/1995,Fourth Edition,Common,.360,2304,Creature - Human Shaman,{1}{R}{R},2,2,{T}: Add {R} to your mana pool.,mono,{R}
Wall of Spears,4/1/1995,Fourth Edition,Common,.545,2079,Artifact Creature - Wall,{3},2,3,Defender <i>(This creature can't attack.)</i><br>First strike,colorless,
Carrion Ants,4/1/1995,Fourth Edition,Uncommon,.589,2092,Creature - Insect,{2}{B}{B},0,1,{1}: Carrion Ants gets +1/+1 until end of turn.,mono,{B}
Divine Transformation,4/1/1995,Fourth Edition,Uncommon,.616,2338,Enchantment - Aura,{2}{W}{W},,,Enchant creature<br>Enchanted creature gets +3/+3.,mono,{W}
Elven Riders,4/1/1995,Fourth Edition,Uncommon,.622,2209,Creature - Elf,{3}{G}{G},3,3,Elven Riders can't be blocked except by Walls and/or creatures with flying.,mono,{G}
Junún Efreet,4/1/1995,Fourth Edition,Uncommon,.9992,2110,Creature - Efreet,{1}{B}{B},3,3,"Flying<br>At the beginning of your upkeep, sacrifice JunÃºn Efreet unless you pay {B}{B}.",mono,{B}
Killer Bees,4/1/1995,Fourth Edition,Uncommon,.698,2221,Creature - Insect,{1}{G}{G},0,1,Flying<br>{G}: Killer Bees gets +1/+1 until end of turn.,mono,{G}
Mind Bomb,4/1/1995,Fourth Edition,Uncommon,.346,2170,Sorcery,{U},,,Each player may discard up to three cards. Mind Bomb deals damage to each player equal to 3 minus the number of cards he or she discarded this way.,mono,{U}
Shapeshifter,4/1/1995,Fourth Edition,Uncommon,.525,2068,Artifact Creature - Shapeshifter,{6},,,"As Shapeshifter enters the battlefield, choose a number between 0 and 7.<br>At the beginning of your upkeep, you may choose a number between 0 and 7.<br>Shapeshifter's power is equal to the last chosen number and its toughness is equal to 7 minus that number.",colorless,
Winter Blast,4/1/1995,Fourth Edition,Uncommon,.855,2257,Sorcery,{X}{G},,,Tap X target creatures. Winter Blast deals 2 damage to each of those creatures with flying.,mono,{G}
Snow-Covered Forest,6/1/1995,Ice Age,Land,.2100,2749,Basic Snow Land - Forest,,,,G,land,{G}
Snow-Covered Island,6/1/1995,Ice Age,Land,.2101,2770,Basic Snow Land - Island,,,,U,land,{U}
Snow-Covered Mountain,6/1/1995,Ice Age,Land,.2102,2766,Basic Snow Land - Mountain,,,,R,land,{R}
Snow-Covered Plains,6/1/1995,Ice Age,Land,.2103,2774,Basic Snow Land - Plains,,,,W,land,{W}
Snow-Covered Swamp,6/1/1995,Ice Age,Land,.2104,2742,Basic Snow Land - Swamp,,,,B,land,{B}
Arctic Foxes,6/1/1995,Ice Age,Common,.1853,2662,Creature - Fox,{1}{W},1,1,Creatures with power 2 or greater can't block Arctic Foxes as long as defending player controls a snow land.,mono,{W}
Arenson's Aura,6/1/1995,Ice Age,Common,.1857,2663,Enchantment,{2}{W},,,"{W}, Sacrifice an enchantment: Destroy target enchantment.<br><br>{3}{U}{U}: Counter target enchantment spell.",mono,{W}{U}
Armor of Faith,6/1/1995,Ice Age,Common,.1858,2664,Enchantment - Aura,{W},,,Enchant creature<br>Enchanted creature gets +1/+1.<br>{W}: Enchanted creature gets +0/+1 until end of turn.,mono,{W}
Arnjlot's Ascent,6/1/1995,Ice Age,Common,.1859,2493,Enchantment,{1}{U}{U},,,"Cumulative upkeep {U} <i>(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)</i><br>{1}: Target creature gains flying until end of turn.",mono,{U}
Aurochs,6/1/1995,Ice Age,Common,.1861,2549,Creature - Aurochs,{3}{G},2,3,"Trample<br>Whenever Aurochs attacks, it gets +1/+0 until end of turn for each other attacking Aurochs.",mono,{G}
Balduvian Barbarians,6/1/1995,Ice Age,Common,.978,2608,Creature - Human Barbarian,{1}{R}{R},3,2,,mono,{R}
Balduvian Bears,6/1/1995,Ice Age,Common,.1863,2550,Creature - Bear,{1}{G},2,2,,mono,{G}
Battle Frenzy,6/1/1995,Ice Age,Common,.1871,2611,Instant,{2}{R},,,Green creatures you control get +1/+1 until end of turn.<br><br>Nongreen creatures you control get +1/+0 until end of turn.,mono,{R}
Blessed Wine,6/1/1995,Ice Age,Common,.1874,2667,Instant,{1}{W},,,You gain 1 life.<br>Draw a card at the beginning of the next turn's upkeep.,mono,{W}
Brainstorm,6/1/1995,Ice Age,Common,.1547,2497,Instant,{U},,,"Draw three cards, then put two cards from your hand on top of your library in any order.",mono,{U}
Brine Shaman,6/1/1995,Ice Age,Common,.1880,2439,Creature - Human Cleric Shaman,{1}{B},1,1,"{T}, Sacrifice a creature: Target creature gets +2/+2 until end of turn.<br>{1}{U}{U}, Sacrifice a creature: Counter target creature spell.",mono,{U}{B}
Chub Toad,6/1/1995,Ice Age,Common,.1890,2553,Creature - Frog,{2}{G},1,1,"Whenever Chub Toad blocks or becomes blocked, it gets +2/+2 until end of turn.",mono,{G}
Clairvoyance,6/1/1995,Ice Age,Common,.1891,2499,Instant,{U},,,Look at target player's hand.<br><br>Draw a card at the beginning of the next turn's upkeep.,mono,{U}
Cooperation,6/1/1995,Ice Age,Common,.1894,2678,Enchantment - Aura,{2}{W},,,"Enchant creature<br>Enchanted creature has banding. <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i>",mono,{W}
Counterspell,6/1/1995,Ice Age,Common,.48,2500,Instant,{U}{U},,,Counter target spell.,mono,{U}
Dark Banishing,6/1/1995,Ice Age,Common,.1007,2443,Instant,{2}{B},,,Destroy target nonblack creature. It can't be regenerated.,mono,{B}
Dire Wolves,6/1/1995,Ice Age,Common,.1901,2554,Creature - Wolf,{2}{G},2,2,"Dire Wolves has banding as long as you control a Plains. <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i>",mono,{G}
Earthlore,6/1/1995,Ice Age,Common,.1908,2555,Enchantment - Aura,{G},,,Enchant land you control<br>Tap enchanted land: Target blocking creature gets +1/+2 until end of turn. Activate this ability only if enchanted land is untapped.,mono,{G}
Enervate,6/1/1995,Ice Age,Common,.1915,2503,Instant,{1}{U},,,"Tap target artifact, creature, or land.<br><br>Draw a card at the beginning of the next turn's upkeep.",mono,{U}
Essence Filter,6/1/1995,Ice Age,Common,.1918,2557,Sorcery,{1}{G}{G},,,Destroy all enchantments or all nonwhite enchantments.,mono,{G}
Essence Flare,6/1/1995,Ice Age,Common,.1919,2505,Enchantment - Aura,{U},,,"Enchant creature<br>Enchanted creature gets +2/+0.<br>At the beginning of the upkeep of enchanted creature's controller, put a -0/-1 counter on that creature.",mono,{U}
Flare,6/1/1995,Ice Age,Common,.1925,2621,Instant,{2}{R},,,Flare deals 1 damage to target creature or player.<br><br>Draw a card at the beginning of the next turn's upkeep.,mono,{R}
Folk of the Pines,6/1/1995,Ice Age,Common,.1928,2559,Creature - Dryad,{4}{G},2,5,{1}{G}: Folk of the Pines gets +1/+0 until end of turn.,mono,{G}
Foul Familiar,6/1/1995,Ice Age,Common,.1933,2450,Creature - Spirit,{2}{B},3,1,"Foul Familiar can't block.<br>{B}, Pay 1 life: Return Foul Familiar to its owner's hand.",mono,{B}
Foxfire,6/1/1995,Ice Age,Common,.1934,2562,Instant,{2}{G},,,Untap target attacking creature. Prevent all combat damage that would be dealt to and dealt by that creature this turn.<br>Draw a card at the beginning of the next turn's upkeep.,mono,{G}
Fyndhorn Brownie,6/1/1995,Ice Age,Common,.1941,2566,Creature - Ouphe,{2}{G},1,1,"{2}{G}, {T}: Untap target creature.",mono,{G}
Fyndhorn Elves,6/1/1995,Ice Age,Common,.1293,2568,Creature - Elf Druid,{G},1,1,{T}: Add {G} to your mana pool.,mono,{G}
Gangrenous Zombies,6/1/1995,Ice Age,Common,.1944,2451,Creature - Zombie,{1}{B}{B},2,2,"{T}, Sacrifice Gangrenous Zombies: Gangrenous Zombies deals 1 damage to each creature and each player. If you control a snow Swamp, Gangrenous Zombies deals 2 damage to each creature and each player instead.",mono,{B}
Gorilla Pack,6/1/1995,Ice Age,Common,.1958,2571,Creature - Ape,{2}{G},3,3,"Gorilla Pack can't attack unless defending player controls a Forest.<br><br>When you control no Forests, sacrifice Gorilla Pack.",mono,{G}
Hoar Shade,6/1/1995,Ice Age,Common,.1968,2455,Creature - Shade,{3}{B},1,2,{B}: Hoar Shade gets +1/+1 until end of turn.,mono,{B}
Illusionary Forces,6/1/1995,Ice Age,Common,.1978,2511,Creature - Illusion,{3}{U},4,4,"Flying<br>Cumulative upkeep {U} <i>(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)</i>",mono,{U}
Illusionary Wall,6/1/1995,Ice Age,Common,.1981,2514,Creature - Illusion Wall,{4}{U},7,4,"Defender, flying, first strike<br>Cumulative upkeep {U} <i>(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)</i>",mono,{U}
Incinerate,6/1/1995,Ice Age,Common,.1254,2630,Instant,{1}{R},,,Incinerate deals 3 damage to target creature or player. A creature dealt damage this way can't be regenerated this turn.,mono,{R}
Juniper Order Druid,6/1/1995,Ice Age,Common,.8392,2575,Creature - Human Cleric Druid,{2}{G},1,1,{T}: Untap target land.,mono,{G}
Kelsinko Ranger,6/1/1995,Ice Age,Common,.1997,2693,Creature - Human,{W},1,1,{1}{W}: Target green creature gains first strike until end of turn.,mono,{W}
Kjeldoran Dead,6/1/1995,Ice Age,Common,.1998,2461,Creature - Skeleton,{B},3,1,"When Kjeldoran Dead enters the battlefield, sacrifice a creature.<br>{B}: Regenerate Kjeldoran Dead.",mono,{B}
Kjeldoran Guard,6/1/1995,Ice Age,Common,.2001,2695,Creature - Human Soldier,{1}{W},1,1,"{T}: Target creature gets +1/+1 until end of turn. When that creature leaves the battlefield this turn, sacrifice Kjeldoran Guard. Activate this ability only during combat and only if defending player controls no snow lands.",mono,{W}
Kjeldoran Skyknight,6/1/1995,Ice Age,Common,.2006,2700,Creature - Human Knight,{2}{W},1,1,"Flying; first strike; banding <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i>",mono,{W}
Kjeldoran Warrior,6/1/1995,Ice Age,Common,.2007,2701,Creature - Human Warrior,{W},1,1,"Banding <i>(Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)</i>",mono,{W}
Krovikan Fetish,6/1/1995,Ice Age,Common,.2009,2464,Enchantment - Aura,{2}{B},,,"Enchant creature<br>When Krovikan Fetish enters the battlefield, draw a card at the beginning of the next turn's upkeep.<br>Enchanted creature gets +1/+1.",mono,{B}
Krovikan Sorcerer,6/1/1995,Ice Age,Common,.2010,2517,Creature - Human Wizard,{2}{U},1,1,"{T}, Discard a nonblack card: Draw a card.<br>{T}, Discard a black card: Draw two cards, then discard one of them.",mono,{U}
Mind Ravel,6/1/1995,Ice Age,Common,.2033,2471,Sorcery,{2}{B},,,Target player discards a card.<br>Draw a card at the beginning of the next turn's upkeep.,mono,{B}
Mistfolk,6/1/1995,Ice Age,Common,.2038,2520,Creature - Illusion,{U}{U},1,2,{U}: Counter target spell that targets Mistfolk.,mono,{U}
